"id","export_config_id:id","sequence","name","export_type","size","decimal_size","alignment","apply_sign","negative_sign","positive_sign","bool_no","bool_yes","expression","fixed_value","conditional_expression","repeat_expression","subconfig_id/id"
"aeat_mod216_2024_sub01_export_line_18","aeat_mod216_2024_sub01_export_config",18,"Liquidación - I Rentas sometidas a retención o ingreso a cuenta - Resto de rentas - Retenciones e ingresos a cuenta [12]","float",17,2,"right",1,"N",,,,"${object.casilla_12}",,,,
"aeat_mod216_2024_sub01_export_line_19","aeat_mod216_2024_sub01_export_config",19,"Liquidación - I Rentas sometidas a retención o ingreso a cuenta - Totales - Retenciones e ingresos a cuenta [13]","float",17,2,"right",1,"N",,,,"${object.casilla_13}",,,,
"aeat_mod216_2024_sub01_export_line_20","aeat_mod216_2024_sub01_export_config",20,"Liquidación - II Rentas no sometidas a retención o ingreso a cuenta - Dividendos y otras rentas de participación en fondos propios de entidades - Número Rentas [14]","integer",17,0,"right",0,"N",,,,"${object.casilla_14}",,,,
"aeat_mod216_2024_sub01_export_line_21","aeat_mod216_2024_sub01_export_config",21,"Liquidación - II Rentas no sometidas a retención o ingreso a cuenta - Resto de rentas - Número Rentas [15]","integer",17,0,"right",0,"N",,,,"${object.casilla_15}",,,,
"aeat_mod216_2024_sub01_export_line_22","aeat_mod216_2024_sub01_export_config",22,"Liquidación - II Rentas no sometidas a retención o ingreso a cuenta - Totales - Número Rentas [16]","integer",17,0,"right",0,"N",,,,"${object.casilla_16}",,,,
"aeat_mod216_2024_sub01_export_line_23","aeat_mod216_2024_sub01_export_config",23,"Liquidación - II Rentas no sometidas a retención o ingreso a cuenta - Dividendos y otras rentas de participación en fondos propios de entidades - Base de retenciones e ingresos a cuenta [17]","float",17,2,"right",1,"N",,,,"${object.casilla_17}",,,,
"aeat_mod216_2024_sub01_export_line_24","aeat_mod216_2024_sub01_export_config",24,"Liquidación - II Rentas no sometidas a retención o ingreso a cuenta - Resto de rentas - Base de retenciones e ingresos a cuenta [18]","float",17,2,"right",1,"N",,,,"${object.casilla_18}",,,,
"aeat_mod216_2024_sub01_export_line_25","aeat_mod216_2024_sub01_export_config",25,"Liquidación - II Rentas no sometidas a retención o ingreso a cuenta - Totales - Base de retenciones e ingresos a cuenta [19]","float",17,2,"right",1,"N",,,,"${object.casilla_19}",,,,
"aeat_mod216_2024_sub01_export_line_26","aeat_mod216_2024_sub01_export_config",26,"Liquidación - Resultados a ingresar de anteriores autoliquidaciones por el mismo concepto, ejercicio y período [20]","float",17,2,"right",1,"N",,,,"${object.casilla_20}",,,,
"aeat_mod216_2024_sub01_export_line_27","aeat_mod216_2024_sub01_export_config",27,"Liquidación - Resultado a ingresar ([13] - [20]) [21]","float",17,2,"right",1,"N",,,,"${object.casilla_21}",,,,
"aeat_mod216_2024_sub01_export_line_28","aeat_mod216_2024_sub01_export_config",28,"Domiciliación - IBAN","string",34,0,"left",1,"N",,,,"${object.partner_bank_id and object.partner_bank_id.acc_number.replace(' ', '') or ''}",,,,
"aeat_mod216_2024_sub01_export_line_29","aeat_mod216_2024_sub01_export_config",29,"Complementaria - Declaración complementaria","boolean",1,0,"left",1,"N","X"," ","","${object.statement_type == 'C'}",,,,
"aeat_mod216_2024_sub01_export_line_30","aeat_mod216_2024_sub01_export_config",30,"Complementaria - Número justificante declaración anterior","string",13,0,"left",1,"N",,,,"${object.previous_number if object.statement_type == 'C' else ''}",,,,
"aeat_mod216_2024_sub01_export_line_31","aeat_mod216_2024_sub01_export_config",31,"Reservado para la administración: Rellenar con blancos","string",143,0,"left",1,"N",,,,,,,,
"aeat_mod216_2024_sub01_export_line_32","aeat_mod216_2024_sub01_export_config",32,"Constante: </T21601000>","string",12,0,"left",1,"N",,,,"<T21601000>",,,,
"aeat_mod216_2024_main_export_line_01","aeat_mod216_2024_main_export_config",1,"Constante: <T","string",2,0,"left",1,"N",,,,,"<T",,,
"aeat_mod216_2024_main_export_line_02","aeat_mod216_2024_main_export_config",2,"Constante: 216","string",3,0,"left",1,"N",,,,,"216",,,
"aeat_mod216_2024_main_export_line_03","aeat_mod216_2024_main_export_config",3,"Constante: 0","string",1,0,"left",1,"N",,,,,"0",,,
"aeat_mod216_2024_main_export_line_04","aeat_mod216_2024_main_export_config",4,"Ejercicio devengo","string",4,0,"left",1,"N",,,,"${object.year}",,,,
"aeat_mod216_2024_main_export_line_05","aeat_mod216_2024_main_export_config",5,"Identificación Periodo","string",2,0,"left",1,"N",,,,"${object.period_type}",,,,
"aeat_mod216_2024_main_export_line_06","aeat_mod216_2024_main_export_config",6,"Constante: 0000>","string",5,0,"left",1,"N",,,,,"0000>",,,
"aeat_mod216_2024_main_export_line_07","aeat_mod216_2024_main_export_config",7,"Constante: <AUX>","string",5,0,"left",1,"N",,,,,"<AUX>",,,
"aeat_mod216_2024_main_export_line_08","aeat_mod216_2024_main_export_config",8,"Reservado para la administración: Rellenar con blancos","string",70,0,"left",1,"N",,,,,,,,
"aeat_mod216_2024_main_export_line_09","aeat_mod216_2024_main_export_config",9,"Versión del programa","string",4,0,"left",1,"N",,,,,"odoo",,,
"aeat_mod216_2024_main_export_line_10","aeat_mod216_2024_main_export_config",10,"Reservado para la administración: Rellenar con blancos","string",4,0,"left",1,"N",,,,,,,,
"aeat_mod216_2024_main_export_line_11","aeat_mod216_2024_main_export_config",11,"NIF Empresa Desarrollo","string",9,0,"left",1,"N",,,,,"G87846952",,,
"aeat_mod216_2024_main_export_line_12","aeat_mod216_2024_main_export_config",12,"Reservado para la Administración. Rellenar con blancos","string",213,0,"left",1,"N",,,,,,,,
"aeat_mod216_2024_main_export_line_13","aeat_mod216_2024_main_export_config",13,"Constante: </AUX>","string",6,0,"left",1,"N",,,,,"</AUX>",,,
"aeat_mod216_2024_main_export_line_14","aeat_mod216_2024_main_export_config",14,"Contenido del fichero [sub01]","subconfig",0,0,"left",0,"N",,,,,"",1,,"aeat_mod216_2024_sub01_export_config",
"aeat_mod216_2024_main_export_line_15","aeat_mod216_2024_main_export_config",15,"Constante: </T2160+Ejercicio+periodo+0000>","string",18,0,"left",1,"N",,,,"<T2160${object.year}${object.period_type}0000>",,,,
