"id","export_config_id:id","sequence","name","export_type","size","decimal_size","alignment","apply_sign","negative_sign","positive_sign","bool_no","bool_yes","expression","fixed_value","conditional_expression","repeat_expression","subconfig_id/id"
"aeat_mod369_2022_sub04_export_line_16","aeat_mod369_2022_sub04_export_config",16,"2. Ejercicio y período. Periodo","integer",2,0,"right",0,"N",0," ","X","${object.period_type.replace('T','').zfill(2)}",,,,
"aeat_mod369_2022_sub04_export_line_17","aeat_mod369_2022_sub04_export_config",17,"2. Ejercicio y período. Fecha desde","integer",8,0,"right",0,"N",0," ","X","${object.date_start.strftime('%Y%m%d')}",,,,
"aeat_mod369_2022_sub04_export_line_18","aeat_mod369_2022_sub04_export_config",18,"2. Ejercicio y período. Fecha hasta","integer",8,0,"right",0,"N",0," ","X","${object.date_end.strftime('%Y%m%d')}",,,,
"aeat_mod369_2022_sub04_export_line_19","aeat_mod369_2022_sub04_export_config",19,"2. Ejercicio y período. Declaración sin actividad","string",1,0,"left",1,"N",0," ","X",${int(object.declaration_inactive)},,,,
"aeat_mod369_2022_sub04_export_line_20","aeat_mod369_2022_sub04_export_config",20,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.1","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_21","aeat_mod369_2022_sub04_export_config",21,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.1","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_22","aeat_mod369_2022_sub04_export_config",22,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.1","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_23","aeat_mod369_2022_sub04_export_config",23,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).1","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_24","aeat_mod369_2022_sub04_export_config",24,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).1","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_25","aeat_mod369_2022_sub04_export_config",25,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.2","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_26","aeat_mod369_2022_sub04_export_config",26,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.2","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_27","aeat_mod369_2022_sub04_export_config",27,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.2","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_28","aeat_mod369_2022_sub04_export_config",28,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).2","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_29","aeat_mod369_2022_sub04_export_config",29,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).2","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_30","aeat_mod369_2022_sub04_export_config",30,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.3","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_31","aeat_mod369_2022_sub04_export_config",31,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.3","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_32","aeat_mod369_2022_sub04_export_config",32,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.3","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_33","aeat_mod369_2022_sub04_export_config",33,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).3","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_34","aeat_mod369_2022_sub04_export_config",34,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).3","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_35","aeat_mod369_2022_sub04_export_config",35,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.4","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_36","aeat_mod369_2022_sub04_export_config",36,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.4","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_37","aeat_mod369_2022_sub04_export_config",37,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.4","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_38","aeat_mod369_2022_sub04_export_config",38,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).4","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_39","aeat_mod369_2022_sub04_export_config",39,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).4","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_40","aeat_mod369_2022_sub04_export_config",40,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.5","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_41","aeat_mod369_2022_sub04_export_config",41,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.5","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_42","aeat_mod369_2022_sub04_export_config",42,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.5","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_43","aeat_mod369_2022_sub04_export_config",43,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).5","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_44","aeat_mod369_2022_sub04_export_config",44,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).5","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_45","aeat_mod369_2022_sub04_export_config",45,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.6","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_46","aeat_mod369_2022_sub04_export_config",46,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.6","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_47","aeat_mod369_2022_sub04_export_config",47,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.6","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_48","aeat_mod369_2022_sub04_export_config",48,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).6","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_49","aeat_mod369_2022_sub04_export_config",49,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).6","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_50","aeat_mod369_2022_sub04_export_config",50,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.7","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_51","aeat_mod369_2022_sub04_export_config",51,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.7","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_52","aeat_mod369_2022_sub04_export_config",52,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.7","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_53","aeat_mod369_2022_sub04_export_config",53,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).7","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_54","aeat_mod369_2022_sub04_export_config",54,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).7","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_55","aeat_mod369_2022_sub04_export_config",55,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.8","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_56","aeat_mod369_2022_sub04_export_config",56,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.8","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_57","aeat_mod369_2022_sub04_export_config",57,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.8","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_58","aeat_mod369_2022_sub04_export_config",58,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).8","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_59","aeat_mod369_2022_sub04_export_config",59,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).8","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_60","aeat_mod369_2022_sub04_export_config",60,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.9","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_61","aeat_mod369_2022_sub04_export_config",61,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.9","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_62","aeat_mod369_2022_sub04_export_config",62,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.9","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_63","aeat_mod369_2022_sub04_export_config",63,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).9","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_64","aeat_mod369_2022_sub04_export_config",64,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).9","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_65","aeat_mod369_2022_sub04_export_config",65,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.10","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_66","aeat_mod369_2022_sub04_export_config",66,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.10","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_67","aeat_mod369_2022_sub04_export_config",67,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.10","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_68","aeat_mod369_2022_sub04_export_config",68,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).10","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_69","aeat_mod369_2022_sub04_export_config",69,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).10","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_70","aeat_mod369_2022_sub04_export_config",70,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.11","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_71","aeat_mod369_2022_sub04_export_config",71,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.11","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_72","aeat_mod369_2022_sub04_export_config",72,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.11","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_73","aeat_mod369_2022_sub04_export_config",73,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).11","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_74","aeat_mod369_2022_sub04_export_config",74,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).11","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_75","aeat_mod369_2022_sub04_export_config",75,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.12","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_76","aeat_mod369_2022_sub04_export_config",76,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.12","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_77","aeat_mod369_2022_sub04_export_config",77,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.12","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_78","aeat_mod369_2022_sub04_export_config",78,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).12","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_79","aeat_mod369_2022_sub04_export_config",79,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).12","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_80","aeat_mod369_2022_sub04_export_config",80,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.13","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_81","aeat_mod369_2022_sub04_export_config",81,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.13","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_82","aeat_mod369_2022_sub04_export_config",82,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.13","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_83","aeat_mod369_2022_sub04_export_config",83,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).13","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_84","aeat_mod369_2022_sub04_export_config",84,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).13","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_85","aeat_mod369_2022_sub04_export_config",85,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.14","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_86","aeat_mod369_2022_sub04_export_config",86,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.14","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_87","aeat_mod369_2022_sub04_export_config",87,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.14","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_88","aeat_mod369_2022_sub04_export_config",88,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).14","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_89","aeat_mod369_2022_sub04_export_config",89,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).14","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_90","aeat_mod369_2022_sub04_export_config",90,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.15","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_91","aeat_mod369_2022_sub04_export_config",91,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.15","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_92","aeat_mod369_2022_sub04_export_config",92,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.15","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_93","aeat_mod369_2022_sub04_export_config",93,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).15","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_94","aeat_mod369_2022_sub04_export_config",94,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).15","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_95","aeat_mod369_2022_sub04_export_config",95,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.16","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_96","aeat_mod369_2022_sub04_export_config",96,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.16","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_97","aeat_mod369_2022_sub04_export_config",97,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.16","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_98","aeat_mod369_2022_sub04_export_config",98,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).16","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_99","aeat_mod369_2022_sub04_export_config",99,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).16","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_100","aeat_mod369_2022_sub04_export_config",100,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.17","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_101","aeat_mod369_2022_sub04_export_config",101,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.17","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_102","aeat_mod369_2022_sub04_export_config",102,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.17","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_103","aeat_mod369_2022_sub04_export_config",103,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).17","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_104","aeat_mod369_2022_sub04_export_config",104,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).17","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_105","aeat_mod369_2022_sub04_export_config",105,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.18","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_106","aeat_mod369_2022_sub04_export_config",106,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.18","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_107","aeat_mod369_2022_sub04_export_config",107,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.18","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_108","aeat_mod369_2022_sub04_export_config",108,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).18","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_109","aeat_mod369_2022_sub04_export_config",109,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).18","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_110","aeat_mod369_2022_sub04_export_config",110,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.19","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_111","aeat_mod369_2022_sub04_export_config",111,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.19","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_112","aeat_mod369_2022_sub04_export_config",112,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.19","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_113","aeat_mod369_2022_sub04_export_config",113,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).19","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_114","aeat_mod369_2022_sub04_export_config",114,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).19","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_115","aeat_mod369_2022_sub04_export_config",115,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.20","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_116","aeat_mod369_2022_sub04_export_config",116,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.20","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_117","aeat_mod369_2022_sub04_export_config",117,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.20","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_118","aeat_mod369_2022_sub04_export_config",118,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).20","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_119","aeat_mod369_2022_sub04_export_config",119,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Cuota IVA (€).20","float",17,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_120","aeat_mod369_2022_sub04_export_config",120,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Código de país/EM de consumo.21","string",2,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_121","aeat_mod369_2022_sub04_export_config",121,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo (%) de IVA.21","float",5,2,"right",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_122","aeat_mod369_2022_sub04_export_config",122,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Tipo IVA.21","string",1,0,"left",1,"N",0," ","X",,,,,
"aeat_mod369_2022_sub04_export_line_123","aeat_mod369_2022_sub04_export_config",123,"3. Prestaciones de servicios desde el EMID (España) y desde EP situado fuera de UE. Base imponible (€).21","float",17,2,"right",1,"N",0," ","X",,,,,
