id,alignment,apply_sign,bool_no,bool_yes,conditional_expression,decimal_size,export_config_id:id,export_type,expression,fixed_value,name,sequence,size,subconfig_id:id
aeat_mod390_2022_sub01_export_line_35,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object.other_third_activity_code_id.code or '0'}",,"3. Datos estadísticos - B - Código de actividad - Otras 3ª","35","3",
aeat_mod390_2022_sub01_export_line_36,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object.other_third_activity_iae}",,"3. Datos estadísticos - C -Epígrafe I.A.E. - Otras 3º","36","4",
aeat_mod390_2022_sub01_export_line_37,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object.other_fourth_activity}",,"3. Datos estadísticos - A - Actividades - Otras - 4ª","37","40",
aeat_mod390_2022_sub01_export_line_38,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object.other_fourth_activity_code_id.code or '0'}",,"3. Datos estadísticos - B - Código de actividad - Otras 4ª","38","3",
aeat_mod390_2022_sub01_export_line_39,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object.other_fourth_activity_iae}",,"3. Datos estadísticos - C -Epígrafe I.A.E. - Otras 4º","39","4",
aeat_mod390_2022_sub01_export_line_40,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object.other_fifth_activity}",,"3. Datos estadísticos - A - Actividades - Otras - 5ª","40","40",
aeat_mod390_2022_sub01_export_line_41,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object.other_fifth_activity_code_id.code or '0'}",,"3. Datos estadísticos - B - Código de actividad - Otras 5ª","41","3",
aeat_mod390_2022_sub01_export_line_42,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object.other_fifth_activity_iae}",,"3. Datos estadísticos - C -Epígrafe I.A.E. - Otras 5º","42","4",
aeat_mod390_2022_sub01_export_line_43,"left",,"0","1",,,"aeat_mod390_2022_sub01_export_config","boolean","${object.has_347}",,"3. Datos estadísticos - D - Declaración anual operac. con terceras personas.","43","1",
aeat_mod390_2022_sub01_export_line_44,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"3. Datos estadísticos - Declaración conjunta - NIF.","44","9",
aeat_mod390_2022_sub01_export_line_45,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"3. Datos estadísticos - Declaración conjunta - Razón social","45","37",
aeat_mod390_2022_sub01_export_line_46,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"4. Representante - Personas Físicas/Comunid. Bienes - Represent. - NIF.","46","9",
aeat_mod390_2022_sub01_export_line_47,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Apellidos y Nombre/Razón social","47","80",
aeat_mod390_2022_sub01_export_line_48,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Calle/Pza./Avda.","48","2",
aeat_mod390_2022_sub01_export_line_49,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Nombre de la vía pública","49","17",
aeat_mod390_2022_sub01_export_line_50,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Número","50","5",
aeat_mod390_2022_sub01_export_line_51,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Esc.","51","2",
aeat_mod390_2022_sub01_export_line_52,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Piso","52","2",
aeat_mod390_2022_sub01_export_line_53,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Prta.","53","2",
aeat_mod390_2022_sub01_export_line_54,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Teléfono","54","9",
aeat_mod390_2022_sub01_export_line_55,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Municipio","55","20",
aeat_mod390_2022_sub01_export_line_56,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Provincia","56","15",
aeat_mod390_2022_sub01_export_line_57,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"4. Representante - Personas Físicas/Comunid. Bienes - Represent. - Código Postal","57","5",
aeat_mod390_2022_sub01_export_line_58,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object.first_representative_name}",,"4. Representante - Personas Jurídicas - Represent. 1 - Nombre y Apellidos","58","80",
aeat_mod390_2022_sub01_export_line_59,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object.first_representative_vat}",,"4. Representante - Personas Jurídicas - Represent. 1 - NIF","59","9",
aeat_mod390_2022_sub01_export_line_60,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object._get_formatted_date(object.first_representative_date) or '00000000'}",,"4. Representante - Personas Jurídicas - Represent. 1 - Fecha Poder (DDMMAAAA)","60","8",
aeat_mod390_2022_sub01_export_line_61,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object.first_representative_notary}",,"4. Representante - Personas Jurídicas - Represent. 1 - Notaría","61","12",
aeat_mod390_2022_sub01_export_line_62,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object.second_representative_name}",,"4. Representante - Personas Jurídicas - Represent. 2 - Nombre y Apellidos","62","80",
aeat_mod390_2022_sub01_export_line_63,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object.second_representative_vat}",,"4. Representante - Personas Jurídicas - Represent. 2 - NIF","63","9",
aeat_mod390_2022_sub01_export_line_64,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object._get_formatted_date(object.second_representative_date) or '00000000'}",,"4. Representante - Personas Jurídicas - Represent. 2 - Fecha Poder (DDMMAAAA)","64","8",
aeat_mod390_2022_sub01_export_line_65,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object.second_representative_notary}",,"4. Representante - Personas Jurídicas - Represent. 2 - Notaría","65","12",
aeat_mod390_2022_sub01_export_line_66,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object.third_representative_name}",,"4. Representante - Personas Jurídicas - Represent. 3 - Nombre y Apellidos","66","80",
aeat_mod390_2022_sub01_export_line_67,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object.third_representative_vat}",,"4. Representante - Personas Jurídicas - Represent. 3 - NIF","67","9",
aeat_mod390_2022_sub01_export_line_68,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object._get_formatted_date(object.third_representative_date) or '00000000'}",,"4. Representante - Personas Jurídicas - Represent. 3 - Fecha Poder (DDMMAAAA)","68","8",
aeat_mod390_2022_sub01_export_line_69,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string","${object.third_representative_notary}",,"4. Representante - Personas Jurídicas - Represent. 3 - Notaría","69","12",
aeat_mod390_2022_sub01_export_line_70,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"Reservado para la A.E.A.T. (Dejar en blanco) Incluye Nº Referencia PADRE's","70","21",
aeat_mod390_2022_sub01_export_line_71,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"Reservado para la A.E.A.T. (Dejar en blanco) Sello electrónico","71","13",
aeat_mod390_2022_sub01_export_line_72,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"Identificador cliente EEDD. Reservado para las EEDD.","72","20",
aeat_mod390_2022_sub01_export_line_73,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,,"Reservado para la A.E.A.T. (Dejar en blanco)","73","150",
aeat_mod390_2022_sub01_export_line_74,"left",,,,,,"aeat_mod390_2022_sub01_export_config","string",,"</T39001000>","Indicador de fin de registro: </T39001000>","74","12",
aeat_mod390_2022_sub02_export_line_01,"left",,,,,,"aeat_mod390_2022_sub02_export_config","string",,"<T","Constante: <T","1","2",
aeat_mod390_2022_sub02_export_line_02,"left",,,,,,"aeat_mod390_2022_sub02_export_config","string",,"390","Constante: 390","2","3",
aeat_mod390_2022_sub02_export_line_03,"left",,,,,,"aeat_mod390_2022_sub02_export_config","string",,"02","Página","3","2",
aeat_mod390_2022_sub02_export_line_04,"left",,,,,,"aeat_mod390_2022_sub02_export_config","string",,"000>","Constante: 000>","4","4",
aeat_mod390_2022_sub02_export_line_05,"left",,,,,,"aeat_mod390_2022_sub02_export_config","string",,,"Indicador de página complementaria: En blanco","5","1",
aeat_mod390_2022_sub02_export_line_06,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. ordin. - Tipo 0% - Base imponible [700]","6","17",
aeat_mod390_2022_sub02_export_line_07,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. ordin. - Tipo 0% - Cuota [701]","7","17",
aeat_mod390_2022_sub02_export_line_08,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 1).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. ordin. - Tipo 4% - Base imponible [01]","8","17",
aeat_mod390_2022_sub02_export_line_09,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 2).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. ordin. - Tipo 4% - Cuota [02]","9","17",
aeat_mod390_2022_sub02_export_line_10,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 702).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. ordin. - Tipo 5% - Base imponible [702]","10","17",
aeat_mod390_2022_sub02_export_line_11,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 703).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. ordin. - Tipo 5% - Cuota [703]","11","17",
aeat_mod390_2022_sub02_export_line_12,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 3).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. ordin. - Tipo 10% - Base imponible [03]","12","17",
aeat_mod390_2022_sub02_export_line_13,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 4).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. ordin. - Tipo 10% - Cuota [04]","13","17",
aeat_mod390_2022_sub02_export_line_14,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 5).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. ordin. - Tipo 21% - Base imponible [05]","14","17",
aeat_mod390_2022_sub02_export_line_15,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 6).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. ordin. - Tipo 21% - Cuota [06]","15","17",
aeat_mod390_2022_sub02_export_line_16,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - operaciones intragrupo - Tipo 0% - Base imponible [704]","16","17",
aeat_mod390_2022_sub02_export_line_17,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - operaciones intragrupo - Cuota [705]","17","17",
aeat_mod390_2022_sub02_export_line_18,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - operaciones intragrupo - Tipo 4% - Base imponible [500]","18","17",
aeat_mod390_2022_sub02_export_line_19,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - operaciones intragrupo - Tipo 4% - Cuota [501]","19","17",
aeat_mod390_2022_sub02_export_line_20,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - operaciones intragrupo - Tipo 5% - Base imponible [706]","20","17",
aeat_mod390_2022_sub02_export_line_21,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - operaciones intragrupo - Tipo 5% - Cuota [707]","21","17",
aeat_mod390_2022_sub02_export_line_22,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - operaciones intragrupo - Tipo 10% - Base imponible [502]","22","17",
aeat_mod390_2022_sub02_export_line_23,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - operaciones intragrupo - Tipo 10% - Cuota [503]","23","17",
aeat_mod390_2022_sub02_export_line_24,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - operaciones intragrupo - Tipo 21% - Base imponible [504]","24","17",
aeat_mod390_2022_sub02_export_line_25,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - operaciones intragrupo - Tipo 21% - Cuota [505]","25","17",
aeat_mod390_2022_sub02_export_line_26,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - regimen especial criterio caja - Tipo 0% - Base imponible [708]","26","17",
aeat_mod390_2022_sub02_export_line_27,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - regimen especial criterio caja - Tipo 0% - Cuota [709]","27","17",
aeat_mod390_2022_sub02_export_line_28,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - regimen especial criterio caja - Tipo 4% - Base imponible [643]","28","17",
aeat_mod390_2022_sub02_export_line_29,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - regimen especial criterio caja - Tipo 4% - Cuota [644]","29","17",
aeat_mod390_2022_sub02_export_line_30,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - regimen especial criterio caja - Tipo 5% - Base imponible [710]","30","17",
aeat_mod390_2022_sub02_export_line_31,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - regimen especial criterio caja - Tipo 5% - Cuota [711]","31","17",
aeat_mod390_2022_sub02_export_line_32,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - regimen especial criterio caja - Tipo 10% - Base imponible [645]","32","17",
aeat_mod390_2022_sub02_export_line_33,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - regimen especial criterio caja - Tipo 10% - Cuota [646]","33","17",
aeat_mod390_2022_sub02_export_line_34,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - regimen especial criterio caja - Tipo 21% - Base imponible [647]","34","17",
aeat_mod390_2022_sub02_export_line_35,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base imponible y cuota - regimen especial criterio caja - Tipo 21% - Cuota [648]","35","17",
aeat_mod390_2022_sub02_export_line_36,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. espec. bienes usados - Tipo 0% - Base imponible [712]","36","17",
aeat_mod390_2022_sub02_export_line_37,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. espec. bienes usados - Tipo 0% - Cuota [713]","37","17",
aeat_mod390_2022_sub02_export_line_38,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. espec. bienes usados - Tipo 4% - Base imponible [07]","38","17",
aeat_mod390_2022_sub02_export_line_39,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. espec. bienes usados - Tipo 4% - Cuota [08]","39","17",
aeat_mod390_2022_sub02_export_line_40,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. espec. bienes usados - Tipo 5% - Base imponible [714]","40","17",
aeat_mod390_2022_sub02_export_line_41,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. espec. bienes usados - Tipo 5% - Cuota [715]","41","17",
aeat_mod390_2022_sub02_export_line_42,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. espec. bienes usados - Tipo 10% - Base imponible [09]","42","17",
aeat_mod390_2022_sub02_export_line_43,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. espec. bienes usados - Tipo 10% - Cuota [10]","43","17",
aeat_mod390_2022_sub02_export_line_44,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. espec. bienes usados - Base imponible [11]","44","17",
aeat_mod390_2022_sub02_export_line_45,"right","True",,,,"2","aeat_mod390_2022_sub02_export_config","float",,"0","5. Operaciones Reg. Gral. - Base Imponible y cuota - Reg. espec. bienes usados - Cuota [12]","45","17",
