"10.3","Preparació i conservació de fruites i hortalisses"
"10.4","Fabricació d'olis i greixos vegetals i animals"
"10.5","Fabricació de productes lactis"
"10.6","Fabricació de productes de molineria, midons i productes amilacis"
"10.7","Fabricació de productes de fleca i de pastes alimentàries"
"10.8","Fabricació d'altres productes alimentaris"
"10.9","Fabricació de productes per a l'alimentació animal"
"11.0","Fabricació de begudes"
"12.0","Indústries del tabac"
"13.1","Preparació i filatura de fibres tèxtils"
"13.2","Fabricació de teixits tèxtils"
"13.3","Acabament de tèxtils"
"13.9","Fabricació d'altres productes tèxtils"
"14.1","Confecció de peces de vestir, excepte de pelleteria"
"14.2","Fabricació d'articles de pelleteria"
"14.3","Confecció d'articles amb teixits de punt"
"15.1","Preparació, adob i acabament del cuir; fabricació d'articles de marroquineria i viatge; guarnicioneria i talabarderia; preparació i tenyida de pells de pelleteria"
"15.2","Fabricació de calçat"
"16.1","Serrada i planejament de la fusta"
"16.2","Fabricació de productes de fusta, suro, cistelleria i esparteria"
"17.1","Fabricació de pasta de paper, paper i cartó"
"17.2","Fabricació d'articles de paper i de cartó"
"18.1","Arts gràfiques i activitats dels serveis que s'hi relacionen"
"18.2","Reproducció de suports enregistrats"
"19.1","Coqueries"
"19.2","Refinació del petroli"
"20.1","Fabricació de productes químics bàsics, compostos nitrogenats, fertilitzants, plàstics i cautxú sintètic en formes primàries"
"20.2","Fabricació de plaguicides i altres productes agroquímics"
"20.3","Fabricació de pintures, vernissos i revestiments similars; tintes d'impremta i màstics"
"20.4","Fabricació de sabons, detergents i altres articles de neteja i abrillantament; fabricació de perfums i productes de cosmètica"
"20.5","Fabricació d'altres productes químics"
"20.6","Fabricació de fibres artificials i sintètiques"
"21.1","Fabricació de productes farmacèutics de base"
"21.2","Fabricació de preparats farmacèutics i altres productes farmacèutics d'ús medicinal"
"22.1","Fabricació de productes de cautxú"
"22.2","Fabricació de productes de matèries plàstiques"
"23.1","Fabricació de vidre i productes de vidre"
"23.2","Fabricació de productes ceràmics refractaris"
"23.3","Fabricació de productes ceràmics no refractaris i productes de terra cuita per a la construcció"
"23.4","Fabricació d'altres productes ceràmics"
"23.5","Fabricació de ciment, calç i guix"
"23.6","Fabricació d'elements de formigó, guix i ciment"
"23.7","Indústria de la pedra ornamental i per a la construcció"
"23.9","Fabricació d'altres productes minerals no metàl·lics"
"24.1","Fabricació de productes bàsics de ferro, acer i ferroaliatges"
"24.2","Fabricació de tubs, canonades, perfils buits i els seus accessoris, d'acer"
"24.3","Fabricació d'altres productes de primera transformació de l'acer"
"24.4","Producció de metalls preciosos i d'altres metalls no ferris"
"24.5","Fosa de metalls"
"25.1","Fabricació d'elements metàl·lics per a la construcció"
"25.2","Fabricació de cisternes, grans dipòsits i contenidors de metall"
"25.3","Fabricació de generadors de vapor, excepte calderes per a calefacció central"
"25.4","Fabricació d'armes i municions"
"25.5","Forja, estampació i embotició de metalls; pulverimetal·lúrgia"
"25.6","Tractament i revestiment de metalls; enginyeria mecànica general per compte d'altri"
"25.7","Fabricació d'articles de ganiveteria i coberts, eines i ferreteria"
"25.9","Fabricació d'altres productes metàl·lics"
"26.1","Fabricació de components electrònics i circuits impresos acoblats"
"26.2","Fabricació d'ordinadors i equips perifèrics"
"26.3","Fabricació d'equips de telecomunicacions"
"26.4","Fabricació de productes electrònics de consum"
"26.5","Fabricació d'instruments i aparells de mesura, verificació i navegació; fabricació de rellotges"
"26.6","Fabricació d'equips de radiació, electromèdics i electroterapèutics"
"26.7","Fabricació d'instruments d'òptica i d'equips fotogràfics"
"26.8","Fabricació de suports magnètics i òptics"
"27.1","Fabricació de motors, transformadors i generadors elèctrics, i d'aparells de distribució i control elèctrics"
"27.2","Fabricació d'acumuladors i piles elèctriques"
"27.3","Fabricació de cables i dispositius de cablatge"
"27.4","Fabricació de llums elèctrics i aparells d'il·luminació"
"27.5","Fabricació d'aparells domèstics"
"27.9","Fabricació d'altres tipus de materials i equips elèctrics"
"28.1","Fabricació de maquinària d'ús general"
"28.2","Fabricació d'un altre tipus de maquinària d'ús general"
"28.3","Fabricació de maquinària agrària i forestal"
"28.4","Fabricació de màquines eina per treballar els metalls, i altres màquines eina"
"28.9","Fabricació d'altres tipus de maquinària per a usos específics"
"29.1","Fabricació de vehicles de motor"
"29.2","Fabricació de carrosseries per a vehicles de motor; fabricació de remolcs i semiremolcs"
"29.3","Fabricació de components, peces i accessoris per a vehicles de motor i els seus motors"
"30.1","Construcció naval"
"30.2","Fabricació de locomotores i material ferroviari"
"30.3","Construcció aeronàutica i espacial"
"30.4","Fabricació de vehicles de combat"
"30.9","Fabricació d'altres materials de transport ncaa"
"31.0","Fabricació de mobles"
"32.1","Fabricació d'articles de joieria, bijuteria i similars"
"32.2","Fabricació d'instruments musicals"
"32.3","Fabricació d'articles d'esport"
"32.4","Fabricació de jocs i joguines"
"32.5","Fabricació d'instruments i subministraments mèdics i odontològics"
"32.9","Altres indústries manufactureres diverses"
"33.1","Reparació de productes metàl·lics, maquinària i equips"
"33.2","Instal·lació de maquinària i equips industrials"
"35.1","Producció, transport i distribució d'energia elèctrica"
"35.2","Producció de gas; distribució de combustibles gasosos per conductes urbans, excepte gasoductes"
"35.3","Subministrament de vapor i aire condicionat"
"36.0","Captació, potabilització i distribució d'aigua"
"37.0","Recollida i tractament d'aigües residuals"
"38.1","Recollida de residus"
"38.2","Tractament i eliminació de residus"
"38.3","Activitats de valorització"
"39.0","Activitats de descontaminació i altres serveis de gestió de residus"
"41.1","Promoció immobiliària"
"41.2","Construcció d'edificis"
"42.1","Construcció de carreteres, vies fèrries, ponts i túnels"
"42.2","Construcció de xarxes"
"42.9","Construcció d'altres obres d'enginyeria civil"
"43.1","Preparació d'obres"
"43.2","Instal·lacions elèctriques, de lampisteria i altres instal·lacions d'edificis i obres"
"43.3","Acabament d'edificis"
"43.9","Altres activitats especialitzades de la construcció"
"45.1","Venda de vehicles de motor"
"45.2","Manteniment i reparació de vehicles de motor"
"45.3","Venda de recanvis i accessoris de vehicles de motor"
"45.4","Venda, manteniment i reparació de motocicletes, i dels seus recanvis i accessoris"
"46.1","Intermediaris del comerç"
"46.2","Comerç a l'engròs de primeres matèries agràries i d'animals vius"
"46.3","Comerç a l'engròs de productes alimentaris, begudes i tabac"
"46.4","Comerç a l'engròs d'articles d'ús domèstic"
"46.5","Comerç a l'engròs d'equips per a les tecnologies de la informació i les comunicacions (TIC)"
"46.6","Comerç a l'engròs d'una altra maquinària, equips i subministraments"
"46.7","Altres tipus de comerç a l'engròs especialitzat"
"46.9","Comerç a l'engròs no especialitzat"
"47.1","Comerç al detall en establiments no especialitzats"
"47.2","Comerç al detall de productes alimentaris, begudes i tabac en establiments especialitzats"
"47.3","Comerç al detall de combustibles per a l'automoció en establiments especialitzats"
"47.4","Comerç al detall d'equips per a les tecnologies de la informació i les comunicacions (TIC) en establiments especialitzats"
"47.5","Comerç al detall d'altres articles d'ús domèstic en establiments especialitzats"
"47.6","Comerç al detall d'articles culturals i recreatius en establiments especialitzats"
"47.7","Comerç al detall d'altres articles en establiments especialitzats"
"47.8","Comerç al detall en parades de venda i mercats ambulants"
"47.9","Comerç al detall fora d'establiments, excepte en parades de venda i mercats ambulants"
"49.1","Transport interurbà de passatgers per ferrocarril"
"49.2","Transport de mercaderies per ferrocarril"
"49.3","Altres tipus de transport terrestre de passatgers"
"49.4","Transport de mercaderies per carretera i servei de mudances"
"49.5","Transport per canonada"
"50.1","Transport marítim de passatgers"
"50.2","Transport marítim de mercaderies"
"50.3","Transport de passatgers per vies de navegació interiors"
"50.4","Transport de mercaderies per vies de navegació interiors"
"51.1","Transport aeri de passatgers"
"51.2","Transport aeri de mercaderies i transport espacial"
"52.1","Dipòsit i emmagatzematge"
"52.2","Activitats afins al transport"
"53.1","Activitats postals nacionals"
"53.2","Altres activitats postals i de correus"
"55.1","Hotels i allotjaments similars"
"55.2","Allotjaments turístics i altres allotjaments de curta durada"
"55.3","Càmpings"
"55.9","Altres tipus d'allotjaments"
"56.1","Restaurants i establiments de menjars"
"56.2","Provisió de menjars preparats per a celebracions i altres serveis de menjars"
"56.3","Establiments de begudes"
"58.1","Edició de llibres, periòdics i altres activitats d'edició"
"58.2","Edició de programes informàtics"
"59.1","Activitats cinematogràfiques, de vídeo i de programes de televisió"
"59.2","Activitats d'enregistrament de so i edició musical"
"60.1","Activitats de radiodifusió"
"60.2","Activitats de programació i emissió de televisió"
"61.1","Telecomunicacions per cable"
"61.2","Telecomunicacions sense fils"
"61.3","Telecomunicacions per satèl·lit"
"61.9","Altres activitats de telecomunicacions"
"62.0","Serveis de tecnologies de la informació"
"63.1","Processament de dades, hostatge i activitats relacionades; portals web"
"63.9","Altres serveis d'informació"
"64.1","Mediació monetària"
"64.2","Activitats de les societats holding"
"64.3","Inversió col·lectiva, fons i entitats financeres similars"
"64.9","Altres tipus de mediació financera"
"65.1","Assegurances"
"65.2","Reassegurances"
"65.3","Fons de pensions"
"66.1","Activitats auxiliars de la mediació financera, excepte assegurances i fons de pensions"
"66.2","Activitats auxiliars d'assegurances i fons de pensions"
"66.3","Activitats de gestió de fons"
"68.1","Compravenda de béns immobiliaris per compte propi"
"68.2","Lloguer de béns immobiliaris per compte propi"
"68.3","Activitats immobiliàries per compte d'altri"
"69.1","Activitats jurídiques"
"69.2","Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal"
"70.1","Activitats de les seus centrals"
"70.2","Activitats de consultoria de gestió empresarial"
"71.1","Serveis tècnics d'arquitectura i enginyeria i altres activitats relacionades amb l'assessorament tècnic"
"71.2","Anàlisis i assajos tècnics"
"72.1","Recerca i desenvolupament en ciències naturals i tècniques"
"72.2","Recerca i desenvolupament en ciències socials i humanitats"
"73.1","Publicitat"
"73.2","Estudis de mercat i enquestes d'opinió pública"
"74.1","Activitats de disseny especialitzat"
"74.2","Activitats de fotografia"
"74.3","Activitats de traducció i d'interpretació"
"74.9","Altres activitats professionals, científiques i tècniques ncaa"
"75.0","Activitats veterinàries"
"77.1","Lloguer de vehicles de motor"
"77.2","Lloguer d'efectes personals i efectes domèstics"
"77.3","Lloguer d'altres tipus de maquinària, equips i béns tangibles"
"77.4","Arrendament de la propietat intel·lectual i productes similars, excepte treballs protegits pels drets d'autor"
"78.1","Activitats de les agències de col·locació"
"78.2","Activitats de les empreses de treball temporal"
"78.3","Altres tipus de provisió de recursos humans"
"79.1","Activitats de les agències de viatges i operadors turístics"
"79.9","Altres serveis de reserves i activitats que s'hi relacionen"
"80.1","Activitats de seguretat privada"
"80.2","Serveis de sistemes de seguretat"
"80.3","Activitats d'investigació"
"81.1","Serveis integrals a edificis i instal·lacions"
"81.2","Activitats de neteja"
"81.3","Activitats de jardineria"
"82.1","Activitats administratives i auxiliars d'oficina"
"82.2","Activitats de centres d'atenció telefònica"
"82.3","Organització de convencions i fires de mostres"
"82.9","Altres activitats de suport a les empreses"
"84.1","Administració pública i de la política econòmica i social"
"84.2","Prestació de serveis a la comunitat en general"
"84.3","Seguretat Social obligatòria"
"85.1","Educació preprimària"
"85.2","Educació primària"
"85.3","Educació secundària"
"85.4","Educació postsecundària"
"85.5","Altres activitats d'educació"
"85.6","Activitats auxiliars a l'educació"
"86.1","Activitats hospitalàries"
"86.2","Activitats mèdiques i odontològiques"
"86.9","Altres activitats sanitàries"
"87.1","Activitats de serveis socials amb allotjament i cures d'infermeria"
"87.2","Activitats de serveis socials amb allotjament a persones amb discapacitat psíquica, malalts mentals i drogodependents"
"87.3","Activitats de serveis socials amb allotjament a persones grans i persones amb discapacitat física"
"87.9","Altres tipus d'activitats de serveis socials amb allotjament"
"88.1","Activitats de serveis socials sense allotjament a persones grans i persones amb discapacitat"
"88.9","Altres tipus d'activitats de serveis socials sense allotjament"
"90.0","Activitats de creació, artístiques i d'espectacles"
"91.0","Activitats de biblioteques, arxius, museus i altres activitats culturals"
"92.0","Activitats relacionades amb els jocs d'atzar i les apostes"
"93.1","Activitats esportives"
"93.2","Altres activitats recreatives i d'entreteniment"
"94.1","Activitats d'organitzacions empresarials, professionals i patronals"
"94.2","Activitats sindicals"
"94.9","Activitats associatives diverses"
"95.1","Reparació d'ordinadors i equips de comunicació"
"95.2","Reparació d'efectes personals i efectes domèstics"
"96.0","Altres activitats de serveis personals"
"97.0","Activitats de les llars que donen ocupació a personal domèstic"
"98.1","Activitats de les llars que produeixen béns per a ús propi"
"98.2","Activitats de les llars que produeixen serveis per a ús propi"
"99.0","Organismes extraterritorials"
"01.11","Conreu de cereals (excepte arròs), lleguminoses i llavors oleaginoses"
"01.12","Conreu d'arròs"
"01.13","Conreu d'hortalisses, arrels i tubercles"
"01.14","Conreu de canya de sucre"
"01.15","Conreu de tabac"
"01.16","Conreu de plantes per a fibres tèxtils"
"01.19","Altres conreus no perennes"
"01.21","Conreu de vinya"
"01.22","Conreu de fruites tropicals"
"01.23","Conreu de cítrics"
"01.24","Conreu de fruites amb os i amb llavors"
"01.25","Conreu d'altres arbres i arbusts fruiters i fruita seca"
"01.26","Conreu de fruits oleaginosos"
"01.27","Conreu de plantes per a begudes"
"01.28","Conreu d'espècies, plantes aromàtiques, medicinals i farmacèutiques"
"01.29","Altres conreus perennes"
"01.30","Vivers i conreus de plantes ornamentals"
"01.41","Explotació de bestiar boví per a la producció de llet"
"01.42","Explotació de bestiar boví (excepte per a la producció de llet) i búfals"
"01.43","Explotació de cavalls i altres equins"
"01.44","Explotació de camells i altres camèlids"
"01.45","Explotació de bestiar oví i cabrum"
"01.46","Explotació de bestiar porcí"
"01.47","Avicultura"
"01.49","Altres explotacions de bestiar"
"01.50","Producció agrícola combinada amb la producció ramadera"
"01.61","Activitats de suport a l'agricultura"
"01.62","Activitats de suport a la ramaderia"
"01.63","Activitats de preparació posterior a la collita"
"01.64","Activitats de tractament de llavors per a la reproducció"
"01.70","Caça, captura d'animals i activitats dels serveis que s'hi relacionen"
"02.10","Silvicultura i altres activitats forestals"
"02.20","Aprofitament de la fusta"
"02.30","Recol·lecció de productes forestals silvestres, excepte la fusta"
"02.40","Serveis de suport a la silvicultura"
"03.11","Pesca marítima"
"03.12","Pesca en aigua dolça"
"03.21","Aqüicultura marina"
"03.22","Aqüicultura en aigua dolça"
"05.10","Extracció d'antracita i hulla"
"05.20","Extracció de lignit"
"06.10","Extracció de petroli brut"
"06.20","Extracció de gas natural"
"07.10","Extracció de minerals de ferro"
"07.21","Extracció de minerals d'urani i de tori"
"07.29","Extracció de minerals metàl·lics no fèrrics, excepte els minerals d'urani i de tori"
"08.11","Extracció de pedra ornamental i per a la construcció, pedra calcària, guix, creta i pissarra"
"08.12","Extracció de graves i sorres; extracció d'argila i caolí"
"08.91","Extracció de minerals per a productes químics i fertilitzants"
"08.92","Extracció de torba"
"08.93","Extracció de sal"
"08.99","Altres indústries extractives ncaa"
"09.10","Activitats de suport a l'extracció de petroli i de gas natural"
"09.90","Altres activitats de suport a les indústries extractives"
"10.11","Sacrifici de bestiar i conservació de carn"
"10.12","Sacrifici i conservació de volateria"
"10.13","Elaboració de productes carnis i de volateria"
"10.21","Elaboració de peix, crustacis i mol·luscos"
"10.22","Fabricació de conserves de peix"
"10.31","Preparació i conservació de patates"
"10.32","Elaboració de sucs de fruites i hortalisses"
"10.39","Preparació i conservació de fruites i hortalisses ncaa"
"10.42","Fabricació de margarina i greixos comestibles similars"
"10.43","Fabricació d'oli d'oliva"
"10.44","Fabricació d'olis (excepte d'oliva) i greixos"
"10.52","Elaboració de gelats"
"10.53","Fabricació de formatges"
"10.54","Preparació de llet i altres productes lactis"
"10.61","Fabricació de productes de molineria"
"10.62","Fabricació de midons i productes amilacis"
"10.71","Fabricació de pa i de productes de fleca i pastisseria frescos"
"10.72","Fabricació de galetes i productes de fleca i pastisseria de llarga durada"
"10.73","Fabricació de pastes alimentàries, cuscús i productes similars"
"10.81","Fabricació de sucre"
"10.82","Fabricació de cacau, xocolata i productes de confiteria"
"10.83","Elaboració de cafè, te i infusions"
"10.84","Elaboració d'espècies, salses i condiments"
"10.85","Elaboració de menjars i plats preparats"
"10.86","Elaboració de preparats per a l'alimentació infantil i preparats dietètics"
"10.89","Elaboració d'altres productes alimentaris ncaa"
"10.91","Fabricació de productes per a l'alimentació d'animals de granja"
"10.92","Fabricació de productes per a l'alimentació d'animals de companyia"
"11.01","Destil·lació, rectificació i mescla de begudes alcohòliques"
"11.02","Elaboració de vins"
"11.03","Elaboració de sidra i altres begudes fermentades a partir de fruites"
"11.04","Elaboració d'altres begudes no destil·lades, procedents de la fermentació"
"11.05","Fabricació de cervesa"
"11.06","Fabricació de malt"
"11.07","Fabricació de begudes analcohòliques; producció d'aigües minerals i altres tipus d'aigües embotellades"
"12.00","Indústries del tabac"
"13.10","Preparació i filatura de fibres tèxtils"
"13.20","Fabricació de teixits tèxtils"
"13.30","Acabament de tèxtils"
"13.91","Fabricació de teixits de punt"
"13.92","Fabricació d'articles confeccionats amb tèxtils, excepte la roba de vestir"
"13.93","Fabricació de catifes i moquetes"
"13.94","Fabricació de cordes, cordills, caramells i xarxes"
"13.95","Fabricació de teles no teixides i articles confeccionats amb aquestes teles, excepte la roba de vestir"
"13.96","Fabricació de productes tèxtils per a ús tècnic i industrial"
"13.99","Fabricació d'altres productes tèxtils ncaa"
"14.11","Confecció de peces de vestir de cuir"
"14.12","Confecció de roba de treball"
"14.13","Confecció d'altres peces de vestir exteriors"
"14.14","Confecció de roba interior"
"14.19","Confecció d'altres tipus de peces de vestir i accessoris"
"14.20","Fabricació d'articles de pelleteria"
"14.31","Confecció de calceteria"
"14.39","Confecció d'altres articles amb teixits de punt"
"15.11","Preparació, adob i acabament del cuir; preparació i tenyida de pells de pelleteria"
"15.12","Fabricació d'articles de marroquineria i viatge; articles de guarnicioneria i talabarderia"
"15.20","Fabricació de calçat"
"16.10","Serrada i planejament de la fusta"
"16.21","Fabricació de fulloles i taulers de fusta"
"16.22","Fabricació de terres de fusta"
"16.23","Fabricació d'altres estructures de fusta i peces de fusteria i ebenisteria per a la construcció, excepte els terres de fusta"
"16.24","Fabricació d'envasos i embalatges de fusta"
"16.29","Fabricació d'altres productes de fusta; fabricació de productes de suro, cistelleria i esparteria"
"17.11","Fabricació de pasta de paper"
"17.12","Fabricació de paper i de cartó"
"17.21","Fabricació de paper i de cartó ondulats; fabricació d'envasos i embalatges de paper i de cartó"
"17.22","Fabricació d'articles de paper i de cartó per a ús domèstic, sanitari i higiènic"
"17.23","Fabricació d'articles de papereria"
"17.24","Fabricació de papers pintats"
"17.29","Fabricació d'altres articles de paper i de cartó"
"18.11","Impressió de periòdics"
"18.12","Altres activitats d'impressió i arts gràfiques"
"18.13","Activitats de preimpressió i de preparació de suports"
"18.14","Enquadernació i activitats dels serveis que s'hi relacionen"
"18.20","Reproducció de suports enregistrats"
"19.10","Coqueries"
"19.20","Refinació del petroli"
"20.11","Fabricació de gasos industrials"
"20.12","Fabricació de colorants i pigments"
"20.13","Fabricació d'altres productes bàsics de química inorgànica"
"20.14","Fabricació d'altres productes bàsics de química orgànica"
"20.15","Fabricació d'adobs i compostos nitrogenats fertilitzants"
"20.16","Fabricació de primeres matèries plàstiques"
"20.17","Fabricació de cautxú sintètic en formes primàries"
"20.20","Fabricació de plaguicides i altres productes agroquímics"
"20.30","Fabricació de pintures, vernissos i revestiments similars; tintes d'impremta i màstics"
"20.41","Fabricació de sabons, detergents i altres articles de neteja i abrillantament"
"20.42","Fabricació de perfums i productes de cosmètica"
"20.51","Fabricació d'explosius"
"20.52","Fabricació de coles"
"20.53","Fabricació d'olis essencials"
"20.59","Fabricació d'altres productes químics ncaa"
"20.60","Fabricació de fibres artificials i sintètiques"
"21.10","Fabricació de productes farmacèutics de base"
"21.20","Fabricació de preparats farmacèutics i altres productes farmacèutics d'ús medicinal"
"22.11","Fabricació de pneumàtics i cambres de cautxú; reconstrucció i recautxutatge de pneumàtics"
"22.19","Fabricació d'altres productes de cautxú"
"22.21","Fabricació de plaques, fulls, tubs i perfils de matèries plàstiques"
"22.22","Fabricació d'envasos i embalatges de matèries plàstiques"
"22.23","Fabricació de productes de matèries plàstiques per a la construcció"
"22.29","Fabricació d'altres productes de matèries plàstiques"
"23.11","Fabricació de vidre pla"
"23.12","Manipulació i transformació del vidre pla"
"23.13","Fabricació de vidre buit"
"23.14","Fabricació de fibra de vidre"
"23.19","Fabricació i manipulació d'altres vidres, inclòs el vidre tècnic"
"23.20","Fabricació de productes ceràmics refractaris"
"23.31","Fabricació de rajoles de València i rajoles de ceràmica"
"23.32","Fabricació de maons, teules, i productes de terra cuita per a la construcció"
"23.41","Fabricació d'articles ceràmics d'ús domèstic i ornamental"
"23.42","Fabricació d'aparells sanitaris ceràmics"
"23.43","Fabricació d'aïlladors i peces aïllants de material ceràmic"
"23.44","Fabricació d'altres productes ceràmics d'ús tècnic"
"23.49","Fabricació d'altres productes ceràmics ncaa"
"23.51","Fabricació de ciment"
"23.52","Fabricació de calç i guix"
"23.61","Fabricació d'elements de formigó per a la construcció"
"23.62","Fabricació d'elements de guix per a la construcció"
"23.63","Fabricació de formigó fresc"
"23.64","Fabricació de morter"
"23.65","Fabricació de fibrociment"
"23.69","Fabricació d'altres productes de formigó, guix i ciment"
"23.70","Indústria de la pedra ornamental i per a la construcció"
"23.91","Fabricació de productes abrasius"
"23.99","Fabricació d'altres productes minerals no metàl·lics ncaa"
"24.10","Fabricació de productes bàsics de ferro, acer i ferroaliatges"
"24.20","Fabricació de tubs, canonades, perfils buits i els seus accessoris, d'acer"
"24.31","Estiratge en fred"
"24.32","Laminatge en fred"
"24.33","Producció de perfils en fred amb conformació per doblegament"
"24.34","Trefilatge en fred"
"24.41","Producció de metalls preciosos"
"24.42","Producció d'alumini"
"24.43","Producció de plom, zinc i estany"
"24.44","Producció de coure"
"24.45","Producció d'altres metalls no ferris"
"24.46","Tractament de combustibles nuclears"
"24.51","Fosa de ferro"
"24.52","Fosa d'acer"
"24.53","Fosa de metalls lleugers"
"24.54","Fosa d'altres metalls no ferris"
"25.11","Fabricació d'estructures metàl·liques i els seus components"
"25.12","Fabricació de tancaments metàl·lics"
"25.21","Fabricació de radiadors i calderes per a calefacció central"
"25.29","Fabricació d'altres cisternes, grans dipòsits i contenidors de metall"
"25.30","Fabricació de generadors de vapor, excepte calderes per a calefacció central"
"25.40","Fabricació d'armes i municions"
"25.50","Forja, estampació i embotició de metalls; pulverimetal·lúrgia"
"25.61","Tractament i revestiment de metalls"
"25.62","Enginyeria mecànica general per compte d'altri"
"25.71","Fabricació d'articles de ganiveteria i coberts"
"25.72","Fabricació de panys i ferramentes"
"25.73","Fabricació d'eines"
"25.91","Fabricació de bidons i tonells de ferro o d'acer"
